date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:01	157643/157643	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:00%20GMT	https://stackoverflow.com/questions?tab=Newest	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions56d7.html	(from https://stackoverflow.com/questions)
22:03:01	162120/162120	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:00%20GMT	https://stackoverflow.com/questions?tab=Active	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questionsf10b.html	(from https://stackoverflow.com/questions)
22:03:02	164407/164407	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:01%20GMT	https://stackoverflow.com/questions?tab=Bounties	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions0082.html	(from https://stackoverflow.com/questions)
22:03:02	165582/165582	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:01%20GMT	https://stackoverflow.com/questions?tab=Unanswered	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions36cb.html	(from https://stackoverflow.com/questions)
22:03:02	158324/158324	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:01%20GMT	https://stackoverflow.com/questions?tab=Frequent	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questionsba4c.html	(from https://stackoverflow.com/questions)
22:03:03	163456/163456	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:02%20GMT	https://stackoverflow.com/questions?tab=Votes	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions8498.html	(from https://stackoverflow.com/questions)
22:03:03	133299/133299	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:02%20GMT	https://stackoverflow.com/questions/62797786/installing-audiokit-core-with-carthage	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/62797786/installing-audiokit-core-with-carthage.html	(from https://stackoverflow.com/questions)
22:03:03	170263/170263	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:02%20GMT	https://stackoverflow.com/questions/tagged/ios	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/ios.html	(from https://stackoverflow.com/questions)
22:03:03	169222/169222	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:02%20GMT	https://stackoverflow.com/questions/tagged/swift	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/swift.html	(from https://stackoverflow.com/questions)
22:03:04	166533/166533	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:03%20GMT	https://stackoverflow.com/questions/tagged/audiokit	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/audiokit.html	(from https://stackoverflow.com/questions)
22:03:04	169566/169566	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:03%20GMT	https://stackoverflow.com/questions/tagged/carthage	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/carthage.html	(from https://stackoverflow.com/questions)
22:03:04	110427/110427	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:03%20GMT	https://stackoverflow.com/users/2536476/andy	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/users/2536476/andy.html	(from https://stackoverflow.com/questions)
22:03:05	971/971	---M--	200	added ('OK')	image/jpeg	etag:%229f854e81dbbca6fc4e15480069d8a6e0%22	https://i.stack.imgur.com/LmbT7.jpg?s=32&g=1	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/i.stack.imgur.com/LmbT701e8.jpg	(from https://stackoverflow.com/questions)
22:03:05	139646/139646	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:04%20GMT	https://stackoverflow.com/questions/62797785/how-to-pass-more-terminal-commands-in-python-after-establishing-netcat-https-con	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/62797785/how-to-pass-more-terminal-commands-in-python-after-establishing-netcat-https-con.html	(from https://stackoverflow.com/questions)
22:03:05	169653/169653	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:05%20GMT	https://stackoverflow.com/questions/tagged/python	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/python.html	(from https://stackoverflow.com/questions)
22:03:06	167451/167451	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:05%20GMT	https://stackoverflow.com/questions/tagged/windows	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/windows.html	(from https://stackoverflow.com/questions)
22:03:06	170165/170165	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:05%20GMT	https://stackoverflow.com/questions/tagged/command-line	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/command-line.html	(from https://stackoverflow.com/questions)
22:03:06	166589/166589	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:06%20GMT	https://stackoverflow.com/questions/tagged/netcat	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/netcat.html	(from https://stackoverflow.com/questions)
22:03:07	164846/164846	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:06%20GMT	https://stackoverflow.com/questions/tagged/kali-linux	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/kali-linux.html	(from https://stackoverflow.com/questions)
22:03:07	95747/95747	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:06%20GMT	https://stackoverflow.com/users/13857761/boof	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/users/13857761/boof.html	(from https://stackoverflow.com/questions)
22:03:07	207/207	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jul%202020%2015:03:06%20GMT	https://lh5.googleusercontent.com/-cOVCsrP91oo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmYjxaESFcWdZrkUEDm94djXpXcxg/photo.jpg?sz=32	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/lh5.googleusercontent.com/-cOVCsrP91oo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmYjxaESFcWdZrkUEDm94djXpXcxg/photo93f3.png	(from https://stackoverflow.com/questions)
22:03:08	138235/138235	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:07%20GMT	https://stackoverflow.com/questions/62797783/kivy-is-it-possible-to-start-spacing-from-the-bottom-of-the-previous-widget-in	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/62797783/kivy-is-it-possible-to-start-spacing-from-the-bottom-of-the-previous-widget-in.html	(from https://stackoverflow.com/questions)
22:03:08	168653/168653	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:07%20GMT	https://stackoverflow.com/questions/tagged/python-3.x	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/python-3.html	(from https://stackoverflow.com/questions)
22:03:09	166368/166368	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:08%20GMT	https://stackoverflow.com/questions/tagged/kivy	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/kivy.html	(from https://stackoverflow.com/questions)
22:03:09	171420/171420	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:08%20GMT	https://stackoverflow.com/questions/tagged/python-3.6	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/python-4.html	(from https://stackoverflow.com/questions)
22:03:09	167772/167772	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:08%20GMT	https://stackoverflow.com/questions/tagged/kivy-language	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/kivy-language.html	(from https://stackoverflow.com/questions)
22:03:09	88331/88331	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:08%20GMT	https://stackoverflow.com/users/13441795/wiiat	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/users/13441795/wiiat.html	(from https://stackoverflow.com/questions)
22:03:10	136789/136789	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:09%20GMT	https://stackoverflow.com/questions/62797782/xsl-whitespaces	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/62797782/xsl-whitespaces.html	(from https://stackoverflow.com/questions)
22:03:10	167788/167788	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:09%20GMT	https://stackoverflow.com/questions/tagged/xml	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/xml.html	(from https://stackoverflow.com/questions)
22:03:10	167520/167520	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:09%20GMT	https://stackoverflow.com/questions/tagged/xslt	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/xslt.html	(from https://stackoverflow.com/questions)
22:03:10	168465/168465	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:10%20GMT	https://stackoverflow.com/questions/tagged/whitespace	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/whitespace.html	(from https://stackoverflow.com/questions)
22:03:11	105190/105190	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:10%20GMT	https://stackoverflow.com/users/12763288/maria	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/users/12763288/maria.html	(from https://stackoverflow.com/questions)
22:03:11	477/477	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jul%202020%2015:03:10%20GMT	https://lh5.googleusercontent.com/-JbJvnsnYX_k/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcAs6k1gc-Bzcqv7pG4outFgTw5fw/photo.jpg?sz=32	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/lh5.googleusercontent.com/-JbJvnsnYX_k/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcAs6k1gc-Bzcqv7pG4outFgTw5fw/photo93f3.png	(from https://stackoverflow.com/questions)
22:03:12	137710/137710	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:11%20GMT	https://stackoverflow.com/questions/62797779/python-in-a-ml-code-getting-error-indexerror-list-index-out-of-range	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/62797779/python-in-a-ml-code-getting-error-indexerror-list-index-out-of-range.html	(from https://stackoverflow.com/questions)
22:03:12	166716/166716	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:11%20GMT	https://stackoverflow.com/questions/tagged/list	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/list.html	(from https://stackoverflow.com/questions)
22:03:12	167781/167781	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:11%20GMT	https://stackoverflow.com/questions/tagged/ml	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/ml.html	(from https://stackoverflow.com/questions)
22:03:12	102078/102078	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:12%20GMT	https://stackoverflow.com/users/10698957/armchairgenx	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/users/10698957/armchairgenx.html	(from https://stackoverflow.com/questions)
22:03:13	1262/1262	---M--	200	added ('OK')	image/png	etag:%22v19%22	https://lh3.googleusercontent.com/-MpMUoX2ZqSs/AAAAAAAAAAI/AAAAAAAAABk/P2k1ay4l50o/photo.jpg?sz=32	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/lh3.googleusercontent.com/-MpMUoX2ZqSs/AAAAAAAAAAI/AAAAAAAAABk/P2k1ay4l50o/photo93f3.png	(from https://stackoverflow.com/questions)
22:03:13	135803/135803	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:12%20GMT	https://stackoverflow.com/questions/62797778/i-am-trying-to-get-records-from-two-tables-with-laravel-using-whereas	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/62797778/i-am-trying-to-get-records-from-two-tables-with-laravel-using-whereas.html	(from https://stackoverflow.com/questions)
22:03:14	170550/170550	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:13%20GMT	https://stackoverflow.com/questions/tagged/laravel	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/laravel.html	(from https://stackoverflow.com/questions)
22:03:14	165030/165030	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:13%20GMT	https://stackoverflow.com/questions/tagged/laravel-5	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/laravel-5.html	(from https://stackoverflow.com/questions)
22:03:14	111208/111208	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:13%20GMT	https://stackoverflow.com/users/12737418/ppk	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/users/12737418/ppk.html	(from https://stackoverflow.com/questions)
22:03:14	341/341	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jul%202020%2015:03:13%20GMT	https://lh5.googleusercontent.com/-2uQhER2OW9c/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcpUDgZcnnKK_FPlTU-wkWADcpoLQ/photo.jpg?sz=32	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/lh5.googleusercontent.com/-2uQhER2OW9c/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcpUDgZcnnKK_FPlTU-wkWADcpoLQ/photo93f3.png	(from https://stackoverflow.com/questions)
22:03:15	135680/135680	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:14%20GMT	https://stackoverflow.com/questions/62797776/slow-transaction-processing-in-postgresql	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/62797776/slow-transaction-processing-in-postgresql.html	(from https://stackoverflow.com/questions)
22:03:15	166642/166642	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:14%20GMT	https://stackoverflow.com/questions/tagged/postgresql	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/postgresql.html	(from https://stackoverflow.com/questions)
22:03:15	111643/111643	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:15%20GMT	https://stackoverflow.com/users/1950103/keso	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/users/1950103/keso.html	(from https://stackoverflow.com/questions)
22:03:16	135155/135155	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:15%20GMT	https://stackoverflow.com/questions/62797775/azure-permissions-to-list-service-principals	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/62797775/azure-permissions-to-list-service-principals.html	(from https://stackoverflow.com/questions)
22:03:16	170404/170404	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:15%20GMT	https://stackoverflow.com/questions/tagged/azure	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/azure.html	(from https://stackoverflow.com/questions)
22:03:16	171423/171423	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2015:03:15%20GMT	https://stackoverflow.com/questions/tagged/azure-active-directory	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/stackoverflow.com/questions/tagged/azure-active-directory.html	(from https://stackoverflow.com/questions)
22:03:17	5617/5617	---M--	200	added ('OK')	image/png	etag:%227b3a2f9c42a594d201300c879a1b6b96%22	https://i.stack.imgur.com/szXYZ.png?s=32&g=1	C:/Users/Alissa%20Yarmantho/Documents/Copied%20website/Forum/i.stack.imgur.com/szXYZ01e8.png	(from https://stackoverflow.com/questions)
